model,MAE_valence,MAE_arousal,MSE_valence,MSE_arousal
global_mean,1.0392432053115974,0.6667271893041777,1.6267936092570712,0.5769635943832374
tfidf_ridge,0.7748305606704348,0.5520399635918393,0.9480012191471513,0.4448015109490412
tfidf_numeric_ridge,0.7744674748101675,0.551527924778105,0.9470655622994256,0.4446847865707316
