model_name,MAE_valence_mean,MAE_valence_std,MAE_arousal_mean,MAE_arousal_std,MSE_valence_mean,MSE_valence_std,MSE_arousal_mean,MSE_arousal_std
global_mean,1.0636791241851824,0.03981774735261446,0.6603279505912183,0.008249553388393754,1.669075270235616,0.09580021849524326,0.5682903736373268,0.01106358523378981
tfidf_ridge,0.7887859440178694,0.027175642298915646,0.5473982099437527,0.010583135085779138,0.9845795362230412,0.07770211547649095,0.44754372339404236,0.018856063353139108
tfidf_plus_features_ridge,0.7897165797306445,0.02734913517995179,0.5466470648812872,0.009745779210745533,0.9875631112443743,0.07720160970423302,0.4466876764874611,0.018543935007926792
embeddings_ridge,0.7566086634540548,0.015193721543843429,0.5377631926645827,0.010871355762323636,0.890132178245849,0.039418318006173826,0.4298635585059508,0.013970202901901934
embeddings_random_forest,0.7690152754144218,0.02579479821366066,0.5571495020728894,0.0077228878835437775,0.9211428830999427,0.05996200881367325,0.44902949978275997,0.012730089551093521
