model,MAE_valence,MAE_arousal,MSE_valence,MSE_arousal
tfidf_ridge,0.7748305606704348,0.5520399635918393,0.9480012191471512,0.4448015109490412
embedding_ridge,0.7350481170857793,0.5363919925732811,0.8611459925270083,0.4250942738651648
